rest_id,rest_name,rest_address,b_url,ad_nonad
252050,영성원,광주광역시 동구 제봉로82번길 13-7,https://blog.naver.com/PostView.naver?blogId=jeesue1642&logNo=222082946578&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F37921533%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792034697%26type%3DphotoView&directAccess=false,0
252050,영성원,광주광역시 동구 제봉로82번길 13-7,https://blog.naver.com/PostView.naver?blogId=dreamchoooi&logNo=222667575489&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F37921533%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792034697%26type%3DphotoView&directAccess=false,0
272893,마한지,광주광역시 동구 문화전당로 37-2,https://blog.naver.com/PostView.naver?blogId=alswh03&logNo=222584692757&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15970010%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792378660%26type%3DphotoView&directAccess=false,0
272893,마한지,광주광역시 동구 문화전당로 37-2,https://blog.naver.com/PostView.naver?blogId=chaos7942&logNo=222344231869&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15970010%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792378660%26type%3DphotoView&directAccess=false,0
272893,마한지,광주광역시 동구 문화전당로 37-2,https://blog.naver.com/PostView.naver?blogId=shelter_wo&logNo=222668725449&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15970010%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792378660%26type%3DphotoView&directAccess=false,0
272893,마한지,광주광역시 동구 문화전당로 37-2,https://blog.naver.com/PostView.naver?blogId=kihoon_korea&logNo=222680135547&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15970010%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792378660%26type%3DphotoView&directAccess=false,0
272893,마한지,광주광역시 동구 문화전당로 37-2,https://blog.naver.com/PostView.naver?blogId=hee1368&logNo=222683846078&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15970010%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792378660%26type%3DphotoView&directAccess=false,0
294183,말리화반점,광주광역시 동구 제봉로82번길 13-5,https://blog.naver.com/PostView.naver?blogId=metthew11211&logNo=222605955763&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F19878349%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792969335%26type%3DphotoView&directAccess=false,0
294183,말리화반점,광주광역시 동구 제봉로82번길 13-5,https://blog.naver.com/PostView.naver?blogId=mji_0228&logNo=222587163699&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F19878349%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792969335%26type%3DphotoView&directAccess=false,0
294183,말리화반점,광주광역시 동구 제봉로82번길 13-5,https://blog.naver.com/PostView.naver?blogId=chlquf1111&logNo=222636071561&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F19878349%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792969335%26type%3DphotoView&directAccess=false,0
294183,말리화반점,광주광역시 동구 제봉로82번길 13-5,https://blog.naver.com/PostView.naver?blogId=pssunne&logNo=222647383167&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F19878349%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792969335%26type%3DphotoView&directAccess=false,0
